Id,Needs_NSC_Review__c,NSC_Review_Reason__c,Index (for debugging)
003f400000KvxdMAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCIKAA5
003f400000TlTP8AAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCIGAA5
003f400000TlTLNAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCI7AAP
003f400000TlTPsAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCI5AAP
003f400000TlTLYAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHpAAP
003f400000KvxeHAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHlAAP
003f400000TlTSTAA3,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2019 start),a02f400000KZCHgAAP
003f400000KvxKwAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2019 start),a02f400000KZCHYAA5
003f400000TlTKlAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHQAA5
003f400000TlTPnAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHOAA5
003f400000KvxVRAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHLAA5
003f400000KvxRIAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCHDAA5
003f400000TlTSVAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCH9AAP
003f400000KvxQUAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start),a02f400000KZCGzAAP
003f400000KvxQmAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i7SAAR
003f400000KvxdaAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i7OAAR
003f400000KvxUgAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i7JAAR
003f400000KvxVBAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i7EAAR
003f400000KvxREAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i7BAAR
003f400000KvxVIAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6tAAB
003f400000OdnFdAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6dAAB
003f400000KvxdQAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6cAAB
003f400000KvxftAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6VAAR
003f400000KvxdbAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6MAAR
003f400000TlTMvAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i6AAAR
003f400000KvxddAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i5yAAB
003f400000TlTKDAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i5mAAB
003f400000TlTKJAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i5aAAB
003f400000KvxVdAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i5IAAR
003f400000KvxW5AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start),a02f400000G1i56AAB
003f400000KvxeeAAB,True,<Warning>Attending enrollment not confirmed by NSC: Rice University (Aug 2017 start),a02f400000EtnrVAAR
003f400000TlTSUAA3,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Berkeley (Jun 2018 start),a02f400000EtgiUAAR
003f400000KvxdDAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Berkeley (Aug 2018 start),a02f400000EtgiFAAR
003f400000TlTKdAAN,True,<Warning>Attending enrollment not confirmed by NSC: FIDM/Fashion Institute of Design & Merchandising-Orange County (Aug 2018 start),a02f400000EtgiAAAR
003f400000TlTQpAAN,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2018 start),a02f400000Etg4VAAR
003f400000KvxerAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Sep 2017 start),a02f400000Etg2FAAR
003f400000TlTQiAAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2018 start),a02f400000EtfoDAAR
003f400000TlTOhAAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Sep 2018 start),a02f400000EtfnZAAR
003f400000TlTKTAA3,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Berkeley (Aug 2018 start),a02f400000EtfnPAAR
003f400000xFjyjAAC,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000EtAIYAA3
003f400000xFjyiAAC,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000EtAINAA3
003f400000KvxQXAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFWAAA3
003f400000KvxRiAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW9AAN
003f400000KvxUnAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW8AAN
003f400000TlTRZAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFW6AAN
003f400000TlTLxAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFW5AAN
003f400000KvxgXAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW4AAN
003f400000KvxdWAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW3AAN
003f400000KvxVLAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW2AAN
003f400000KvxdoAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFW1AAN
003f400000KvxRAAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFW0AAN
003f400000TlTSvAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVyAAN
003f400000TlTPgAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVxAAN
003f400000KvyByAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVwAAN
003f400000OdnFYAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVvAAN
003f400000KvxeHAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVuAAN
003f400000KvxVGAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVtAAN
003f400000KvxRIAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVsAAN
003f400000KvxcyAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000BmFVrAAN
003f400000Kvxe3AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVqAAN
003f400000KvxQRAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000BmFVpAAN
003f400000KvxcxAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVoAAN
003f400000KvxVbAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVnAAN
003f400000Kvxe5AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVlAAN
003f400000KvxUtAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVkAAN
003f400000TlTKVAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVjAAN
003f400000KvxVZAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFViAAN
003f400000KvxdgAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVhAAN
003f400000KvxWbAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVfAAN
003f400000KvxfjAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVeAAN
003f400000KvxdcAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVdAAN
003f400000KvxWOAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVcAAN
003f400000TlTKEAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVaAAN
003f400000KvxRyAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000BmFVZAA3
003f400000TlTLXAA3,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVYAA3
003f400000Kvxd3AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVXAA3
003f400000KvxV2AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVVAA3
003f400000TlTMcAAN,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVUAA3
003f400000KvxWGAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVSAA3
003f400000KvxdMAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVRAA3
003f400000KvxWNAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000BmFVPAA3
003f400000Kvxd0AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVOAA3
003f400000KvxVRAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start),a02f400000BmFVMAA3
003f400000Kvxe4AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start),a02f400000BmFVJAA3
003f400000KvxVoAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVHAA3
003f400000KvxQUAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a02f400000BmFVGAA3
003f400000KvxR6AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Cogswell Polytechnical College (Sep 2015 start),a02f400000Bli7YAAR
003f400000TlTPlAAN,True,<Warning>Attending enrollment not confirmed by NSC: California Institute of the Arts (Sep 2018 start),a02f400000Bli5wAAB
003f400000KvxKwAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Jun 2018 start),a02f400000Bli5qAAB
003f400000KvxIUAAZ,True,<Warning>Attending enrollment not confirmed by NSC: City College of San Francisco (Sep 2018 start),a02f400000Bli2EAAR
003f400000KvxctAAB,True,<Warning>Attending enrollment not confirmed by NSC: Washington University in St Louis (Jan 2018 start),a02f400000BlhyZAAR
003f400000KvxV8AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start),a02f4000006n7M7AAI
003f400000KvxTyAAJ,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2016 start),a02f4000006n7M2AAI
003f400000KvxeFAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n7HlAAI
003f400000KvxRcAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n7FnAAI
003f400000Kvxd8AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n7BvAAI
003f400000KvxfnAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n7B6AAI
003f400000KvxUkAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start),a02f4000006n7AOAAY
003f400000Kvxd5AAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n76rAAA
003f400000KvxUNAAZ,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Jun 2016 start),a02f4000006n76nAAA
003f400000KvxgJAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n74UAAQ
003f400000KvxdCAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n72mAAA
003f400000KvxdlAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n71HAAQ
003f400000KvxdXAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n6xUAAQ
003f400000KvxNSAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Feb 2016 start),a02f4000006n6sKAAQ
003f400000KvxVBAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n6qdAAA
003f400000KvxRXAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start),a02f4000006n6lJAAQ
003f400000KvxfiAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start),a02f4000006n6iZAAQ
003f400000KvxQhAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start),a02f4000006n6gQAAQ
003f400001XsriRAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvXnQAI
003f400001XsrtDAAR,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start),a025G00000kxvXmQAI
003f400001XsrwCAAR,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start),a025G00000kxvXlQAI
003f400001Xsrx3AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvXkQAI
003f400001XsrrnAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Southern California (Aug 2020 start),a025G00000kxvXjQAI
003f400001XsrsPAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start),a025G00000kxvXiQAI
003f40000169hsQAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Seattle Community College-Central Campus (Sep 2020 start),a025G00000kxvXgQAI
003f40000169i09AAA,True,<Warning>Attending enrollment not confirmed by NSC: Sacramento City College (Aug 2020 start),a025G00000kxvXfQAI
003f400000KvxTHAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvXeQAI
003f400001XsroYAAR,True,<Warning>Attending enrollment not confirmed by NSC: The Evergreen State College (Sep 2020 start),a025G00000kxvXdQAI
003f400000KvxPVAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Georgetown University (Aug 2020 start),a025G00000kxvXcQAI
003f400000KvxVdAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Arizona State University (Aug 2020 start),a025G00000kxvXbQAI
003f400000KvxN8AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start),a025G00000kxvXaQAI
003f400001XsrhmAAB,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start),a025G00000kxvXZQAY
003f400001XsrgoAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of San Francisco (Aug 2020 start),a025G00000kxvXYQAY
003f400001XsrjBAAR,True,<Warning>Attending enrollment not confirmed by NSC: Purdue University-Main Campus (Aug 2020 start),a025G00000kxvXXQAY
003f40000169hqrAAA,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvXVQAY
003f400001XsrsVAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvXUQAY
003f400000TlTQoAAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start),a025G00000kxvXTQAY
003f400001XsromAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start),a025G00000kxvXSQAY
003f400000TlTPSAA3,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start),a025G00000kxvXRQAY
003f400001XsrrLAAR,True,<Warning>Attending enrollment not confirmed by NSC: Diablo Valley College (Aug 2020 start),a025G00000kxvXQQAY
003f400001Xsro9AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvXPQAY
003f400001XsrnaAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start),a025G00000kxvXOQAY
003f400001Xsro3AAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvXNQAY
003f400001XsrqUAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvXMQAY
003f400001XsrsWAAR,True,<Warning>Attending enrollment not confirmed by NSC: Eckerd College (Aug 2020 start),a025G00000kxvXLQAY
003f400001XsrqcAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start),a025G00000kxvXKQAY
003f400000KvxdKAAR,True,<Warning>Attending enrollment not confirmed by NSC: San Jose City College (Jan 2020 start),a025G00000kxvXJQAY
003f400000KvxdKAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start),a025G00000kxvXIQAY
003f400000TlTMFAA3,True,<Warning>Attending enrollment not confirmed by NSC: Menlo College (Sep 2020 start),a025G00000kxvXHQAY
003f400001XsrncAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Houston (Aug 2020 start),a025G00000kxvXGQAY
003f400000KvxS9AAJ,True,<Warning>Attending enrollment not confirmed by NSC: University of San Francisco (Aug 2020 start),a025G00000kxvXFQAY
003f400000KvxW7AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start),a025G00000kxvXEQAY
003f400000KvxVAAAZ,True,<Warning>Attending enrollment not confirmed by NSC: El Camino Community College District (Aug 2020 start),a025G00000kxvXDQAY
003f400001XsrnZAAR,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start),a025G00000kxvXCQAY
003f400001XsrhuAAB,True,<Warning>Attending enrollment not confirmed by NSC: Bridgewater State University (Sep 2020 start),a025G00000kxvXBQAY
003f40000169hruAAA,True,<Warning>Attending enrollment not confirmed by NSC: Central Washington University (Sep 2020 start),a025G00000kxvXAQAY
003f400001XsrvcAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvX9QAI
003f400001XsrvfAAB,True,<Warning>Attending enrollment not confirmed by NSC: Haverford College (Sep 2020 start),a025G00000kxvX8QAI
003f400000KvxVKAAZ,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvX7QAI
003f400000KvxN5AAJ,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Oct 2020 start),a025G00000kxvX6QAI
003f400001XsrosAAB,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvX5QAI
003f400001XsrgmAAB,True,<Warning>Attending enrollment not confirmed by NSC: Saint Martin's University (Aug 2020 start),a025G00000kxvX4QAI
003f40000169hwHAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Ohlone Community College (Aug 2020 start),a025G00000kxvX3QAI
003f400000OdnFeAAJ,True,<Warning>Attending enrollment not confirmed by NSC: San Jose City College (Aug 2020 start),a025G00000kxvX2QAI
003f400001XsroeAAB,True,<Warning>Attending enrollment not confirmed by NSC: Boston University (Sep 2020 start),a025G00000kxvX1QAI
003f400000TlTR7AAN,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvX0QAI
003f400001XsrsLAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start),a025G00000kxvWzQAI
003f400001XsrrtAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvWyQAI
003f400001XsrsEAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvWxQAI
003f400001Xsrt6AAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start),a025G00000kxvWwQAI
003f400000KvxXlAAJ,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWvQAI
003f400000KvxQ9AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Solano Community College (Aug 2020 start),a025G00000kxvWuQAI
003f400000TlTL4AAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvWtQAI
003f400001XsrnlAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start),a025G00000kxvWsQAI
003f400000TlTOrAAN,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvWrQAI
003f400001XsrjwAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start),a025G00000kxvWqQAI
003f400001XsrowAAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWpQAI
003f400001Xsri1AAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvWoQAI
003f400001Xsrq5AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWnQAI
003f400001XsriAAAR,True,<Warning>Attending enrollment not confirmed by NSC: Santa Clara University (Sep 2020 start),a025G00000kxvWmQAI
003f400001XsrvXAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start),a025G00000kxvWlQAI
003f400001XsrwRAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvWkQAI
003f400001XsrwZAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvWjQAI
003f400001Xsro0AAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvWiQAI
003f400001XsrrdAAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWhQAI
003f400000KvxgJAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start),a025G00000kxvWgQAI
003f400001XsriDAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvWfQAI
003f400001XsrnLAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvWeQAI
003f400001XsrvlAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvWdQAI
003f400001XsrpcAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Puget Sound (Aug 2020 start),a025G00000kxvWcQAI
003f400000KvxRpAAJ,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWbQAI
003f400001XsrtIAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvWaQAI
003f400000Kvxe3AAB,True,<Warning>Attending enrollment not confirmed by NSC: Mission College (May 2020 start),a025G00000kxvWZQAY
003f40000169i2lAAA,True,<Warning>Attending enrollment not confirmed by NSC: Western Washington University (Sep 2020 start),a025G00000kxvWYQAY
003f400001XsroVAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start),a025G00000kxvWXQAY
003f400001Xsrx9AAB,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvWWQAY
003f400001Xsrt1AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start),a025G00000kxvWVQAY
003f400001XsrpvAAB,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start),a025G00000kxvWUQAY
003f400001XsrskAAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start),a025G00000kxvWTQAY
003f400001XsrxIAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvWSQAY
003f400001XsrhvAAB,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start),a025G00000kxvWRQAY
003f400001Xsrs3AAB,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start),a025G00000kxvWQQAY
003f400001XsrqGAAR,True,<Warning>Attending enrollment not confirmed by NSC: The Evergreen State College (Sep 2020 start),a025G00000kxvWPQAY
003f40000169i1IAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start),a025G00000kxvWOQAY
003f400001XsrqiAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start),a025G00000kxvWNQAY
003f40000169hxQAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvWMQAY
003f40000169hz9AAA,True,<Warning>Attending enrollment not confirmed by NSC: Sacramento City College (Aug 2020 start),a025G00000kxvWLQAY
003f400001XsrjrAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start),a025G00000kxvWKQAY
003f400000KvxTqAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start),a025G00000kxvWJQAY
