Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000Kvxe1AAB,001f400000LvhzcAAB,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1723,003f400000Kvxe1AAB,001f400000LvhzcAAB,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhyuAAB,,,2258
Perfect Match,003f400000KvxMVAAZ,001f400000LvhQBAAZ,2017-01-09,,2018-11-28,Attending,Bachelor's,NSC,,,1220,003f400000KvxMVAAZ,001f400000LvhQBAAZ,2017-01-09,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6uOAAQ,,,694
Perfect Match,003f400000KvxMVAAZ,001f400000Lvi07AAB,2018-06-11,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1219,003f400000KvxMVAAZ,001f400000Lvi07AAB,2018-06-11,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhyPAAR,,,2227
Perfect Match,003f400000KvxMVAAZ,001f400000LvhPSAAZ,2014-09-27,2016-06-09,2018-11-28,Transferred out,Bachelor's,NSC,,,1218,003f400000KvxMVAAZ,001f400000LvhPSAAZ,2014-09-27,2016-06-09,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6uMAAQ,,,692
Perfect Match,003f400000KvxMVAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1217,003f400000KvxMVAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6uNAAQ,,,693
Perfect Match,003f400000KvxcRAAR,001f400000LvhQYAAZ,2017-08-23,2018-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,1647,003f400000KvxcRAAR,001f400000LvhQYAAZ,2017-08-23,2018-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n72sAAA,,,1076
Perfect Match,003f400000KvxWHAAZ,001f400000LvhQWAAZ,2016-08-24,2017-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,1737,003f400000KvxWHAAZ,001f400000LvhQWAAZ,2016-08-24,2017-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7KgAAI,,,1897
Perfect Match,003f400000KvxWHAAZ,001f400000LvhyrAAB,2017-09-25,2017-09-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1736,003f400000KvxWHAAZ,001f400000LvhyrAAB,2017-09-25,2017-09-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7KhAAI,,,1898
Perfect Match,003f400000KvxIUAAZ,001f400000LvlNKAAZ,2013-08-29,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COGNITIVE SCIENCE,2736,003f400000KvxIUAAZ,001f400000LvlNKAAZ,2013-08-29,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COGNITIVE SCIENCE,a02f4000006n7AkAAI,,,1448
Perfect Match,003f400000KvxIUAAZ,001f400000LvhyhAAB,2018-09-10,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2735,003f400000KvxIUAAZ,001f400000LvhyhAAB,2018-09-10,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2EAAR,,,2464
Perfect Match,003f400000KvxIUAAZ,001f400000LvhyhAAB,2018-02-26,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2734,003f400000KvxIUAAZ,001f400000LvhyhAAB,2018-02-26,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2FAAR,,,2465
Perfect Match,003f400000TlTRRAA3,001f400000LvhQ1AAJ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,830,003f400000TlTRRAA3,001f400000LvhQ1AAJ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzzAAB,,,2325
Perfect Match,003f400000TlTKoAAN,001f400000LvhPKAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,347,003f400000TlTKoAAN,001f400000LvhPKAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli3HAAR,,,2529
(NSC only) New withdrew enrollment,003f400000KvxdrAAB,001f400000LvhyxAAB,2018-01-29,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2082
Perfect Match,003f400000KvxdgAAB,001f400000LvhQYAAZ,2017-08-23,2017-12-11,2018-11-28,Withdrew,Bachelor's,NSC,,,39,003f400000KvxdgAAB,001f400000LvhQYAAZ,2017-08-23,2017-12-11,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6ppAAA,,,498
(NSC only) New attending enrollment,003f400000KvxdgAAB,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,38
Perfect Match,003f400000KvxfWAAR,001f400000LvhPMAAZ,2017-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,955,003f400000KvxfWAAR,001f400000LvhPMAAZ,2017-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6tmAAA,,,664
Perfect Match,003f400000KvxQzAAJ,001f400000LvhPMAAZ,2015-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,2837,003f400000KvxQzAAJ,001f400000LvhPMAAZ,2015-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n70UAAQ,,,970
Perfect Match,003f400000KvxQzAAJ,001f400000LvhPNAAZ,2016-08-01,2016-09-07,2018-11-28,Transferred out,Bachelor's,NSC,,,2836,003f400000KvxQzAAJ,001f400000LvhPNAAZ,2016-08-01,2016-09-07,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n70TAAQ,,,969
Perfect Match,003f400000KvxQzAAJ,001f400000LvhzxAAB,2016-08-20,2016-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2835,003f400000KvxQzAAJ,001f400000LvhzxAAB,2016-08-20,2016-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n70WAAQ,,,972
Perfect Match,003f400000KvxQzAAJ,001f400000LvhzxAAB,2015-08-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2834,003f400000KvxQzAAJ,001f400000LvhzxAAB,2015-08-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n70VAAQ,,,971
Perfect Match,003f400000KvxOCAAZ,001f400000LvhPRAAZ,2015-09-24,2015-12-04,2018-11-28,Withdrew,Bachelor's,NSC,,,1049,003f400000KvxOCAAZ,001f400000LvhPRAAZ,2015-09-24,2015-12-04,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6u0AAA,,,677
Perfect Match,003f400000KvxOCAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1048,003f400000KvxOCAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6u1AAA,,,678
Perfect Match,003f400000TlTPIAA3,001f400000LvhQBAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2812,003f400000TlTPIAA3,001f400000LvhQBAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhxwAAB,,,2198
Perfect Match,003f400000KvxVOAAZ,001f400000LvhQpAAJ,2016-09-07,2017-05-08,2018-11-28,Transferred out,Bachelor's,NSC,,,560,003f400000KvxVOAAZ,001f400000LvhQpAAJ,2016-09-07,2017-05-08,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7FEAAY,,,1653
Unreported left college (was Attending),003f400000KvxVOAAZ,001f400000LvhyxAAB,2017-09-05,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,559,003f400000KvxVOAAZ,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7FFAAY,,,1654
Perfect Match,003f400000KvxMxAAJ,001f400000LvhyXAAR,2016-01-25,2017-05-20,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,47,003f400000KvxMxAAJ,001f400000LvhyXAAR,2016-01-25,2017-05-20,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6phAAA,,,490
Perfect Match,003f400000KvxMxAAJ,001f400000LvhPSAAZ,2014-09-27,2015-12-10,2018-11-28,Transferred out,Bachelor's,NSC,,,46,003f400000KvxMxAAJ,001f400000LvhPSAAZ,2014-09-27,2015-12-10,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6pgAAA,,,489
Perfect Match,003f400000KvxVZAAZ,001f400000LvhQWAAZ,2016-08-24,2016-12-14,2018-11-28,Withdrew,Bachelor's,NSC,,,148,003f400000KvxVZAAZ,001f400000LvhQWAAZ,2016-08-24,2016-12-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6pVAAQ,,,485
Perfect Match,003f400000KvxVZAAZ,001f400000Lvi06AAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,147,003f400000KvxVZAAZ,001f400000Lvi06AAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli8nAAB,,,2871
(NSC only) New attending enrollment,003f400000KvxVZAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,146
Perfect Match,003f400000KvxfUAAR,001f400000LvhPNAAZ,2017-09-25,,2018-11-28,Attending,Bachelor's,NSC,,,2016,003f400000KvxfUAAR,001f400000LvhPNAAZ,2017-09-25,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7MfAAI,,,1968
Perfect Match,003f400000KvxKdAAJ,001f400000LvhQTAAZ,2013-09-04,2014-05-22,2018-11-28,Transferred out,Bachelor's,NSC,,,2031,003f400000KvxKdAAJ,001f400000LvhQTAAZ,2013-09-04,2014-05-22,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6lQAAQ,,,298
Perfect Match,003f400000KvxKdAAJ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2030,003f400000KvxKdAAJ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhyJAAR,,,2221
Perfect Match,003f400000KvxKdAAJ,001f400000LvhyZAAR,2014-08-18,2015-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2029,003f400000KvxKdAAJ,001f400000LvhyZAAR,2014-08-18,2015-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6lPAAQ,,,297
Perfect Match,003f400000KvxHMAAZ,001f400000Lvi0MAAR,2015-01-22,2015-05-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,872,003f400000KvxHMAAZ,001f400000Lvi0MAAR,2015-01-22,2015-05-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n79GAAQ,,,1379
Perfect Match,003f400000KvxHMAAZ,001f400000LvhyeAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,871,003f400000KvxHMAAZ,001f400000LvhyeAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli06AAB,,,2332
Perfect Match,003f400000KvxHMAAZ,001f400000LvhQWAAZ,2012-08-27,2014-12-20,2018-11-28,Transferred out,Bachelor's,NSC,,,870,003f400000KvxHMAAZ,001f400000LvhQWAAZ,2012-08-27,2014-12-20,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n79HAAQ,,,1380
Perfect Match,003f400000KvxUIAAZ,001f400000LvhQiAAJ,2016-08-23,2017-02-16,2018-11-28,Withdrew,Bachelor's,NSC,,,2591,003f400000KvxUIAAZ,001f400000LvhQiAAJ,2016-08-23,2017-02-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6qcAAA,,,523
Perfect Match,003f400000KvxOeAAJ,001f400000LvhPPAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,2555,003f400000KvxOeAAJ,001f400000LvhPPAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n70oAAA,,,982
Perfect Match,003f400000KvxLvAAJ,001f400000LvhTlAAJ,2014-08-25,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,B.A.,INTERNATIONAL STUDIES,193,003f400000KvxLvAAJ,001f400000LvhTlAAJ,2014-08-25,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,B.A.,INTERNATIONAL STUDIES,a02f4000006n6gbAAA,,,81
Perfect Match,003f400000TlTQgAAN,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,187,003f400000TlTQgAAN,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli9BAAR,,,2895
Perfect Match,003f400000Kvxf3AAB,001f400000LvhPSAAZ,2017-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,296,003f400000Kvxf3AAB,001f400000LvhPSAAZ,2017-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n77pAAA,,,1312
Perfect Match,003f400000KvxJpAAJ,001f400000LvhPcAAJ,2013-08-26,2013-12-14,2018-11-28,Transferred out,Bachelor's,NSC,,,672,003f400000KvxJpAAJ,001f400000LvhPcAAJ,2013-08-26,2013-12-14,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6qQAAQ,,,519
Perfect Match,003f400000KvxJpAAJ,001f400000Lvi07AAB,2017-01-17,2017-12-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,671,003f400000KvxJpAAJ,001f400000Lvi07AAB,2017-01-17,2017-12-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6qSAAQ,,,521
Perfect Match,003f400000KvxJpAAJ,001f400000Lvi07AAB,2014-01-13,2016-12-17,2018-11-28,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,FIRE TECHNOLOGY,670,003f400000KvxJpAAJ,001f400000Lvi07AAB,2014-01-13,2016-12-17,2018-11-28,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,FIRE TECHNOLOGY,a02f4000006n6qRAAQ,,,520
Perfect Match,003f400000KvxKDAAZ,001f400000LvhyeAAB,2016-05-31,2016-06-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1784,003f400000KvxKDAAZ,001f400000LvhyeAAB,2016-05-31,2016-06-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HKAAY,,,1752
Perfect Match,003f400000KvxKDAAZ,001f400000Lvi07AAB,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1783,003f400000KvxKDAAZ,001f400000Lvi07AAB,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HMAAY,,,1754
Perfect Match,003f400000KvxKDAAZ,001f400000LvhP6AAJ,2013-06-24,2018-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NUTRITION,1782,003f400000KvxKDAAZ,001f400000LvhP6AAJ,2013-06-24,2018-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NUTRITION,a02f4000006n7HLAAY,,,1753
Perfect Match,003f400000KvxKDAAZ,001f400000LvhyhAAB,2016-06-13,2016-07-31,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1781,003f400000KvxKDAAZ,001f400000LvhyhAAB,2016-06-13,2016-07-31,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HNAAY,,,1755
Perfect Match,003f400000KvxSrAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,442,003f400000KvxSrAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Blhz9AAB,,,2273
Perfect Match,003f400000KvxSrAAJ,001f400000LvhyZAAR,2016-08-17,2017-12-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,441,003f400000KvxSrAAJ,001f400000LvhyZAAR,2016-08-17,2017-12-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n724AAA,,,1035
Perfect Match,003f400000KvxK3AAJ,001f400000Lvho0AAB,2013-09-03,2017-06-03,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,VISUAL ARTS,2605,003f400000KvxK3AAJ,001f400000Lvho0AAB,2013-09-03,2017-06-03,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,VISUAL ARTS,a02f4000006n70NAAQ,,,965
Perfect Match,003f400000KvxeCAAR,001f400000LvhKOAAZ,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1278,003f400000KvxeCAAR,001f400000LvhKOAAZ,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1UAAR,,,2418
(NSC only) New attending enrollment,003f400000TlTKVAA3,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1650
Perfect Match,003f400000TlTRcAAN,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,213,003f400000TlTRcAAN,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0WAAR,,,2358
Perfect Match,003f400000KvxPTAAZ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,244,003f400000KvxPTAAZ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7J0AAI,,,1842
Perfect Match,003f400000KvxNSAAZ,001f400000LvhQBAAZ,2014-08-27,2015-12-19,2018-11-28,Transferred out,Bachelor's,NSC,,,1484,003f400000KvxNSAAZ,001f400000LvhQBAAZ,2014-08-27,2015-12-19,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6sLAAQ,,,602
Perfect Match,003f400000KvxNSAAZ,001f400000LvhyxAAB,2016-02-01,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1483,003f400000KvxNSAAZ,001f400000LvhyxAAB,2016-02-01,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6sKAAQ,,,601
Perfect Match,003f400000KvxOBAAZ,001f400000LvhnwAAB,2017-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,302,003f400000KvxOBAAZ,001f400000LvhnwAAB,2017-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6vuAAA,,,751
Perfect Match,003f400000KvxOBAAZ,001f400000LvhyZAAR,2015-08-17,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,301,003f400000KvxOBAAZ,001f400000LvhyZAAR,2015-08-17,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6vvAAA,,,752
Perfect Match,003f400000KvxJ9AAJ,001f400000LvhPRAAZ,2013-09-26,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,1623,003f400000KvxJ9AAJ,001f400000LvhPRAAZ,2013-09-26,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,a02f4000006n7I7AAI,,,1795
Perfect Match,003f400000KvxJ9AAJ,001f400000LvhyZAAR,2015-06-15,2015-09-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1622,003f400000KvxJ9AAJ,001f400000LvhyZAAR,2015-06-15,2015-09-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7I8AAI,,,1796
Perfect Match,003f400000KvxLsAAJ,001f400000LvhR7AAJ,2014-08-25,2015-05-06,2018-11-28,Transferred out,Bachelor's,NSC,,,742,003f400000KvxLsAAJ,001f400000LvhR7AAJ,2014-08-25,2015-05-06,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6uiAAA,,,707
Perfect Match,003f400000KvxLsAAJ,001f400000LvhyeAAB,2018-05-29,2018-08-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,741,003f400000KvxLsAAJ,001f400000LvhyeAAB,2018-05-29,2018-08-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6NAAR,,,2721
Perfect Match,003f400000KvxLsAAJ,001f400000Lvhz1AAB,2016-09-26,2017-04-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,740,003f400000KvxLsAAJ,001f400000Lvhz1AAB,2016-09-26,2017-04-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6ulAAA,,,710
Perfect Match,003f400000KvxLsAAJ,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,739,003f400000KvxLsAAJ,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6ukAAA,,,709
Perfect Match,003f400000KvxLsAAJ,001f400000LvhaUAAR,2015-09-02,2015-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,738,003f400000KvxLsAAJ,001f400000LvhaUAAR,2015-09-02,2015-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6ujAAA,,,708
Perfect Match,003f400000TlTQeAAN,001f400000Lvhz1AAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1506,003f400000TlTQeAAN,001f400000Lvhz1AAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli8uAAB,,,2878
Perfect Match,003f400000KvxdpAAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,2303,003f400000KvxdpAAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n78tAAA,,,1358
Perfect Match,003f400000KvxMOAAZ,001f400000LvhQXAAZ,2014-08-19,2018-05-17,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,1848,003f400000KvxMOAAZ,001f400000LvhQXAAZ,2014-08-19,2018-05-17,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,a02f4000006n7McAAI,,,1965
Perfect Match,003f400000KvxMOAAZ,001f400000LvhP7AAJ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,1847,003f400000KvxMOAAZ,001f400000LvhP7AAJ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli3AAAR,,,2522
Perfect Match,003f400000KvxMOAAZ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1846,003f400000KvxMOAAZ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7MdAAI,,,1966
Perfect Match,003f400000KvxUtAAJ,001f400000LvhQWAAZ,2016-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,1587,003f400000KvxUtAAJ,001f400000LvhQWAAZ,2016-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6tbAAA,,,653
Unreported left college (was Attending),003f400000KvxUtAAJ,001f400000LvhyxAAB,2017-06-19,2017-07-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1585,003f400000KvxUtAAJ,001f400000LvhyxAAB,2017-06-19,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6taAAA,,,652
(NSC only) New attending enrollment,003f400000KvxUtAAJ,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1586
Perfect Match,003f400000TlTMHAA3,001f400000LvhPnAAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,1274,003f400000TlTMHAA3,001f400000LvhPnAAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7iAAB,,,2804
Perfect Match,003f400000KvxceAAB,001f400000Lvhz1AAB,2018-09-24,2018-10-01,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,910,003f400000KvxceAAB,001f400000Lvhz1AAB,2018-09-24,2018-10-01,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli56AAB,,,2642
Perfect Match,003f400000KvxceAAB,001f400000LvhyZAAR,2017-08-16,2018-08-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,909,003f400000KvxceAAB,001f400000LvhyZAAR,2017-08-16,2018-08-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7IyAAI,,,1840
Perfect Match,003f400000Kvxe5AAB,001f400000LvhQWAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,2261,003f400000Kvxe5AAB,001f400000LvhQWAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7LBAAY,,,1916
(NSC only) New attending enrollment,003f400000Kvxe5AAB,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2260
Perfect Match,003f400000KvxVyAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,1005,003f400000KvxVyAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6isAAA,,,181
Perfect Match,003f400000KvxOGAAZ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2551,003f400000KvxOGAAZ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli4CAAR,,,2586
Perfect Match,003f400000KvxIgAAJ,001f400000LvhQiAAJ,2013-08-20,2017-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENGLISH,456,003f400000KvxIgAAJ,001f400000LvhQiAAJ,2013-08-20,2017-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENGLISH,a02f4000006n79LAAQ,,,1384
Perfect Match,003f400000TlTMxAAN,001f400000LvhPQAAZ,2018-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,376,003f400000TlTMxAAN,001f400000LvhPQAAZ,2018-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7FAAR,,,2775
