Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxIzAAJ,001f400000LvhfxAAB,2013-08-27,2014-05-24,2018-11-28,Withdrew,Bachelor's,NSC,,,753,003f400000KvxIzAAJ,001f400000LvhfxAAB,2013-08-27,2014-05-24,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6j5AAA,,,193
Perfect Match,003f400000KvxN1AAJ,001f400000LvhPGAAZ,2014-06-23,2015-06-14,2018-11-28,Withdrew,Bachelor's,NSC,,,874,003f400000KvxN1AAJ,001f400000LvhPGAAZ,2014-06-23,2015-06-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6ixAAA,,,186
Perfect Match,003f400000KvxHQAAZ,001f400000LvhQWAAZ,2016-01-27,2016-12-14,2018-11-28,Withdrew,Bachelor's,NSC,,,350,003f400000KvxHQAAZ,001f400000LvhQWAAZ,2016-01-27,2016-12-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6oLAAQ,,,443
Perfect Match,003f400000KvxXlAAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1116,003f400000KvxXlAAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0JAAR,,,2345
Perfect Match,003f400000KvxYRAAZ,001f400000LvhPMAAZ,2017-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,2691,003f400000KvxYRAAZ,001f400000LvhPMAAZ,2017-09-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7DsAAI,,,1589
Perfect Match,003f400000KvxYRAAZ,001f400000LvhzxAAB,2017-08-19,2018-05-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2690,003f400000KvxYRAAZ,001f400000LvhzxAAB,2017-08-19,2018-05-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7DtAAI,,,1590
Perfect Match,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2018-01-02,2018-03-18,2018-11-28,Withdrew,Bachelor's,NSC,,,1443,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2018-01-02,2018-03-18,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f400000BlhwtAAB,,,2133
Perfect Match,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2016-09-21,2017-06-11,2018-11-28,Withdrew,Bachelor's,NSC,,,1442,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2016-09-21,2017-06-11,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n76ZAAQ,,,1248
Perfect Match,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2015-06-22,2015-12-13,2018-11-28,Withdrew,Bachelor's,NSC,,,1441,003f400000KvxS1AAJ,001f400000LvhPGAAZ,2015-06-22,2015-12-13,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n76YAAQ,,,1247
Perfect Match,003f400000KvxWRAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,2331,003f400000KvxWRAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6xhAAA,,,835
Perfect Match,003f400000KvxWRAAZ,001f400000LvhyrAAB,2017-01-09,2017-01-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2330,003f400000KvxWRAAZ,001f400000LvhyrAAB,2017-01-09,2017-01-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xiAAA,,,836
Unreported left college (was Attending),003f400000KvxWRAAZ,001f400000LvhyxAAB,2017-01-30,2017-12-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2329,003f400000KvxWRAAZ,001f400000LvhyxAAB,2017-01-30,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xgAAA,,,834
Perfect Match,003f400000KvxIbAAJ,001f400000LvhPCAAZ,2013-08-26,2017-05-31,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MUSIC: GENERAL MUSIC (BA),1664,003f400000KvxIbAAJ,001f400000LvhPCAAZ,2013-08-26,2017-05-31,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MUSIC: GENERAL MUSIC (BA),a02f4000006n7NPAAY,,,2004
Perfect Match,003f400000KvxIbAAJ,001f400000LvhyWAAR,2015-06-08,2015-07-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1663,003f400000KvxIbAAJ,001f400000LvhyWAAR,2015-06-08,2015-07-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7NOAAY,,,2003
Perfect Match,003f400000KvxIbAAJ,001f400000LvhyrAAB,2014-06-30,2014-09-12,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1662,003f400000KvxIbAAJ,001f400000LvhyrAAB,2014-06-30,2014-09-12,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7NQAAY,,,2005
Perfect Match,003f400000KvxNcAAJ,001f400000LvhP6AAJ,2015-09-14,2016-06-11,2018-11-28,Withdrew,Bachelor's,NSC,,,1176,003f400000KvxNcAAJ,001f400000LvhP6AAJ,2015-09-14,2016-06-11,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6p0AAA,,,461
Perfect Match,003f400000KvxNcAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1175,003f400000KvxNcAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2HAAR,,,2467
Perfect Match,003f400000KvxKWAAZ,001f400000LvhzcAAB,2016-08-27,2017-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1324,003f400000KvxKWAAZ,001f400000LvhzcAAB,2016-08-27,2017-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n78pAAA,,,1354
Perfect Match,003f400000KvxKWAAZ,001f400000LvhQBAAZ,2013-08-28,2016-05-06,2018-11-28,Transferred out,Bachelor's,NSC,,,1323,003f400000KvxKWAAZ,001f400000LvhQBAAZ,2013-08-28,2016-05-06,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n78qAAA,,,1355
Perfect Match,003f400000KvxNlAAJ,001f400000Lvhz4AAB,2017-07-31,2017-08-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,913,003f400000KvxNlAAJ,001f400000Lvhz4AAB,2017-07-31,2017-08-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n76PAAQ,,,1240
Perfect Match,003f400000KvxNlAAJ,001f400000LvhOKAAZ,2018-01-08,,2018-11-28,Attending,Bachelor's,NSC,,,912,003f400000KvxNlAAJ,001f400000LvhOKAAZ,2018-01-08,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli1ZAAR,,,2423
Perfect Match,003f400000KvxNlAAJ,001f400000Lvi0KAAR,2015-08-24,2017-12-09,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE OF ARTS,APPLIED ART_DESIGN-GRAPHIC DES,911,003f400000KvxNlAAJ,001f400000Lvi0KAAR,2015-08-24,2017-12-09,2018-11-28,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE OF ARTS,APPLIED ART_DESIGN-GRAPHIC DES,a02f4000006n76QAAQ,,,1241
Perfect Match,003f400000KvxIVAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1403,003f400000KvxIVAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7PGAAY,,,2087
Perfect Match,003f400000KvxIVAAZ,001f400000Lvhz1AAB,2013-09-23,2014-06-27,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1402,003f400000KvxIVAAZ,001f400000Lvhz1AAB,2013-09-23,2014-06-27,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7PFAAY,,,2086
Perfect Match,003f400000KvxIVAAZ,001f400000LvhiuAAB,2013-08-28,2013-12-13,2018-11-28,Transferred out,Bachelor's,NSC,,,1401,003f400000KvxIVAAZ,001f400000LvhiuAAB,2013-08-28,2013-12-13,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7PEAAY,,,2085
Perfect Match,003f400000TlTRiAAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,1887,003f400000TlTRiAAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli75AAB,,,2765
Perfect Match,003f400000KvxOPAAZ,001f400000LvhPLAAZ,2015-08-19,2017-12-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL ECONOMY BA,1726,003f400000KvxOPAAZ,001f400000LvhPLAAZ,2015-08-19,2017-12-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL ECONOMY BA,a02f400000BlhzAAAR,,,2274
Perfect Match,003f400000KvxRkAAJ,001f400000LvhQYAAZ,2015-08-20,2015-12-08,2018-11-28,Withdrew,Bachelor's,NSC,,,2119,003f400000KvxRkAAJ,001f400000LvhQYAAZ,2015-08-20,2015-12-08,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6z1AAA,,,905
Perfect Match,003f400000KvxIOAAZ,001f400000Lvi07AAB,2015-06-18,2015-08-06,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,630,003f400000KvxIOAAZ,001f400000Lvi07AAB,2015-06-18,2015-08-06,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6pRAAQ,,,481
Perfect Match,003f400000KvxIOAAZ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANIMATION AND DIGITAL ARTS,629,003f400000KvxIOAAZ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANIMATION AND DIGITAL ARTS,a02f4000006n6pQAAQ,,,480
Perfect Match,003f400000TlTL7AAN,001f400000LvhQiAAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,1766,003f400000TlTL7AAN,001f400000LvhQiAAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli2oAAB,,,2500
Perfect Match,003f400000TlTKWAA3,001f400000LvhPCAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2346,003f400000TlTKWAA3,001f400000LvhPCAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli1GAAR,,,2404
Perfect Match,003f400000TlTR5AAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,2552,003f400000TlTR5AAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhxPAAR,,,2165
Perfect Match,003f400000KvxYJAAZ,001f400000LvhyZAAR,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2601,003f400000KvxYJAAZ,001f400000LvhyZAAR,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7NDAAY,,,1994
Perfect Match,003f400000TlTMtAAN,001f400000Lvhz1AAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,594,003f400000TlTMtAAN,001f400000Lvhz1AAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5vAAB,,,2693
Perfect Match,003f400000KvxRJAAZ,001f400000LvhYZAAZ,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,1578,003f400000KvxRJAAZ,001f400000LvhYZAAZ,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6qNAAQ,,,516
Perfect Match,003f400000Kvxf4AAB,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,2686,003f400000Kvxf4AAB,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7I9AAI,,,1797
Perfect Match,003f400000KvxemAAB,001f400000LvhOKAAZ,2017-08-17,,2018-11-28,Attending,Bachelor's,NSC,,,2132,003f400000KvxemAAB,001f400000LvhOKAAZ,2017-08-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6zcAAA,,,932
Perfect Match,003f400000KvxOxAAJ,001f400000LvhzcAAB,2017-08-26,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,812,003f400000KvxOxAAJ,001f400000LvhzcAAB,2017-08-26,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7KYAAY,,,1892
Perfect Match,003f400000KvxOxAAJ,001f400000Lvhz1AAB,2016-09-26,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,811,003f400000KvxOxAAJ,001f400000Lvhz1AAB,2016-09-26,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7KXAAY,,,1891
Perfect Match,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2016-09-07,,2018-11-28,Attending,Bachelor's,NSC,,,508,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2016-09-07,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6fgAAA,,,41
Perfect Match,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2015-09-02,2016-04-28,2018-11-28,Withdrew,Bachelor's,NSC,,,507,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2015-09-02,2016-04-28,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6ffAAA,,,40
Perfect Match,003f400000KvxRaAAJ,001f400000LvhPQAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,2701,003f400000KvxRaAAJ,001f400000LvhPQAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n78TAAQ,,,1340
Perfect Match,003f400000TlTMGAA3,001f400000LvhQXAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,1459,003f400000TlTMGAA3,001f400000LvhQXAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzQAAR,,,2290
Perfect Match,003f400000KvxPqAAJ,001f400000LvhPKAAZ,2015-08-31,2015-11-19,2018-11-28,Withdrew,Bachelor's,NSC,,,1977,003f400000KvxPqAAJ,001f400000LvhPKAAZ,2015-08-31,2015-11-19,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7ELAAY,,,1618
Perfect Match,003f400000KvxPqAAJ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1976,003f400000KvxPqAAJ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7EMAAY,,,1619
Perfect Match,003f400000KvxTCAAZ,001f400000LvhPMAAZ,2016-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,2076,003f400000KvxTCAAZ,001f400000LvhPMAAZ,2016-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7LEAAY,,,1919
Perfect Match,003f400000KvxYMAAZ,001f400000LvhQBAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,2697,003f400000KvxYMAAZ,001f400000LvhQBAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6qzAAA,,,537
Perfect Match,003f400000KvxKkAAJ,001f400000LvhWtAAJ,2014-08-27,2018-05-04,2018-11-28,Graduated,Certificate,NSC,UNDERGRADUATE CERTIFICATE,PUBLIC HEALTH,886,003f400000KvxKkAAJ,001f400000LvhWtAAJ,2014-08-27,2018-05-04,2018-11-28,Graduated,Bachelor's,NSC,UNDERGRADUATE CERTIFICATE,PUBLIC HEALTH,a02f4000006n7BtAAI,,,1496
Perfect Match,003f400000KvxKkAAJ,001f400000LvhReAAJ,2018-08-29,,2018-11-28,Attending,Bachelor's,NSC,,,885,003f400000KvxKkAAJ,001f400000LvhReAAJ,2018-08-29,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7wAAB,,,2818
Perfect Match,003f400000KvxeZAAR,001f400000LvhyhAAB,2017-08-19,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1494,003f400000KvxeZAAR,001f400000LvhyhAAB,2017-08-19,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6z0AAA,,,904
Perfect Match,003f400000TlTPOAA3,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,530,003f400000TlTPOAA3,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2dAAB,,,2489
Perfect Match,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2016-09-06,2017-05-25,2018-11-28,Withdrew,Bachelor's,NSC,,,2368,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2016-09-06,2017-05-25,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6h0AAA,,,95
Perfect Match,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2015-09-08,2016-04-30,2018-11-28,Transferred out,Bachelor's,NSC,,,2367,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2015-09-08,2016-04-30,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6gzAAA,,,94
Perfect Match,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2012-09-04,2015-04-16,2018-11-28,Withdrew,Bachelor's,NSC,,,2366,003f400000KvxHbAAJ,001f400000LvhQPAAZ,2012-09-04,2015-04-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6gyAAA,,,93
Perfect Match,003f400000KvxNMAAZ,001f400000LvhdqAAB,2014-08-26,2018-05-27,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ANIMAL SCIENCE,1773,003f400000KvxNMAAZ,001f400000LvhdqAAB,2014-08-26,2018-05-27,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ANIMAL SCIENCE,a02f4000006n7IJAAY,,,1807
Perfect Match,003f400000KvxQVAAZ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1914,003f400000KvxQVAAZ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6EAAR,,,2712
Perfect Match,003f400000KvxQVAAZ,001f400000LvhQYAAZ,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,1913,003f400000KvxQVAAZ,001f400000LvhQYAAZ,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6uPAAQ,,,695
Unreported left college (was Attending),003f400000KvxVeAAJ,001f400000LvhyxAAB,2017-01-30,2017-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2250,003f400000KvxVeAAJ,001f400000LvhyxAAB,2017-01-30,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7G2AAI,,,1690
Perfect Match,003f400000KvxGtAAJ,001f400000LvhPRAAZ,2017-03-24,2017-03-24,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SPANISH,2421,003f400000KvxGtAAJ,001f400000LvhPRAAZ,2017-03-24,2017-03-24,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SPANISH,a02f400000Bli8EAAR,,,2836
Perfect Match,003f400000KvxGtAAJ,001f400000LvhPRAAZ,2012-09-27,2016-06-22,2018-11-28,Transferred out,Bachelor's,NSC,,,2420,003f400000KvxGtAAJ,001f400000LvhPRAAZ,2012-09-27,2016-06-22,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f400000Bli8FAAR,,,2837
Perfect Match,003f400000KvxGtAAJ,001f400000Lvhz1AAB,2016-06-06,2016-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2419,003f400000KvxGtAAJ,001f400000Lvhz1AAB,2016-06-06,2016-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli8GAAR,,,2838
Perfect Match,003f400000KvxfwAAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,2779,003f400000KvxfwAAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6fGAAQ,,,23
Perfect Match,003f400000KvxScAAJ,001f400000LvhyeAAB,2017-05-30,2017-08-03,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2569,003f400000KvxScAAJ,001f400000LvhyeAAB,2017-05-30,2017-08-03,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6qPAAQ,,,518
Perfect Match,003f400000KvxScAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,2568,003f400000KvxScAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6qOAAQ,,,517
Perfect Match,003f400000KvxJ7AAJ,001f400000LvhPRAAZ,2013-09-26,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,STATISTICAL SCIENCE,2596,003f400000KvxJ7AAJ,001f400000LvhPRAAZ,2013-09-26,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,STATISTICAL SCIENCE,a02f4000006n7K9AAI,,,1875
Perfect Match,003f400000KvxJ7AAJ,001f400000LvhQHAAZ,2018-07-23,,2018-11-28,Attending,Bachelor's,NSC,,,2595,003f400000KvxJ7AAJ,001f400000LvhQHAAZ,2018-07-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzcAAB,,,2302
Perfect Match,003f400000KvxJ7AAJ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2594,003f400000KvxJ7AAJ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7KAAAY,,,1876
Perfect Match,003f400000KvxKRAAZ,001f400000LvhW0AAJ,2018-05-14,,2018-11-28,Attending,Bachelor's,NSC,,,2412,003f400000KvxKRAAZ,001f400000LvhW0AAJ,2018-05-14,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli6fAAB,,,2739
Perfect Match,003f400000KvxKRAAZ,001f400000LvhqRAAR,2013-09-03,,2018-11-28,Attending,Bachelor's,NSC,,,2411,003f400000KvxKRAAZ,001f400000LvhqRAAR,2013-09-03,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n72rAAA,,,1075
Perfect Match,003f400000KvxKRAAZ,001f400000Lvha2AAB,2018-05-14,,2018-11-28,Attending,Bachelor's,NSC,,,2410,003f400000KvxKRAAZ,001f400000Lvha2AAB,2018-05-14,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli6gAAB,,,2740
Perfect Match,003f400000KvxWbAAJ,001f400000LvhPMAAZ,2016-09-21,2018-02-21,2018-11-28,Transferred out,Bachelor's,NSC,,,853,003f400000KvxWbAAJ,001f400000LvhPMAAZ,2016-09-21,2018-02-21,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7DXAAY,,,1575
Perfect Match,003f400000KvxWbAAJ,001f400000LvhyrAAB,2018-04-09,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,851,003f400000KvxWbAAJ,001f400000LvhyrAAB,2018-04-09,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhxpAAB,,,2191
Perfect Match,003f400000KvxWbAAJ,001f400000LvhzxAAB,2016-08-20,2016-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,850,003f400000KvxWbAAJ,001f400000LvhzxAAB,2016-08-20,2016-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7DYAAY,,,1576
(NSC only) New attending enrollment,003f400000KvxWbAAJ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,852
Perfect Match,003f400000TlTKLAA3,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2818,003f400000TlTKLAA3,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5DAAR,,,2649
Perfect Match,003f400000KvxPmAAJ,001f400000LvhQeAAJ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,1960,003f400000KvxPmAAJ,001f400000LvhQeAAJ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6zmAAA,,,934
Perfect Match,003f400000Kvxg5AAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,1265,003f400000Kvxg5AAB,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7GQAAY,,,1712
Perfect Match,003f400000KvxM1AAJ,001f400000LvhyZAAR,2018-01-16,2018-08-04,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,ECONOMICS:,888,003f400000KvxM1AAJ,001f400000LvhyZAAR,2018-01-16,2018-08-04,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,ECONOMICS:,a02f400000Bli8dAAB,,,2861
Perfect Match,003f400000KvxM1AAJ,001f400000LvhyZAAR,2014-08-18,2017-12-16,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,ECONOMICS,887,003f400000KvxM1AAJ,001f400000LvhyZAAR,2014-08-18,2017-12-16,2018-11-28,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE IN ARTS,ECONOMICS,a02f4000006n7BmAAI,,,1489
Perfect Match,003f400000TlTP6AAN,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,1910,003f400000TlTP6AAN,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli4dAAB,,,2613
Perfect Match,003f400000Kvxe1AAB,001f400000LvlNKAAZ,2017-08-23,2018-05-11,2018-11-28,Transferred out,Bachelor's,NSC,,,1724,003f400000Kvxe1AAB,001f400000LvlNKAAZ,2017-08-23,2018-05-11,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6s3AAA,,,587
